Date,High,Guess High
2018-07-12,4.210999965667725,3.5107853
2018-07-13,4.226500034332275,3.5143414
2018-07-16,4.227749824523926,3.5304263
2018-07-17,4.23675012588501,3.5537212
2018-07-18,4.244999885559082,3.556263
2018-07-19,4.249750137329102,3.5578024
2018-07-20,4.261750221252441,3.558986
2018-07-23,4.264500141143799,3.5642684
2018-07-24,4.264750003814697,3.575958
2018-07-25,4.266499996185303,3.585612
2018-07-26,4.271500110626221,3.6008098
2018-07-27,4.2855000495910645,3.6216767
2018-07-30,4.288249969482422,3.6310809
2018-07-31,4.288249969482422,3.6320188
2018-08-01,4.289750099182129,3.636699
2018-08-02,4.296000003814697,3.638697
2018-08-03,4.299499988555908,3.6435945
2018-08-06,4.317749977111816,3.6449857
2018-08-07,4.319499969482422,3.648558
2018-08-08,4.331250190734863,3.6498125
2018-08-09,4.333250045776367,3.6510413
2018-08-10,4.336249828338623,3.6528418
2018-08-13,4.340000152587891,3.6629941
2018-08-14,4.348750114440918,3.6652787
2018-08-15,4.355500221252441,3.6659873
2018-08-16,4.361999988555908,3.6716979
2018-08-17,4.367000102996826,3.6747134
2018-08-20,4.386750221252441,3.68334
2018-08-21,4.393499851226807,3.6839564
2018-08-22,4.398499965667725,3.6868773
2018-08-23,4.416749954223633,3.6897695
2018-08-24,4.423749923706055,3.7085533
2018-08-27,4.428750038146973,3.7083418
2018-08-28,4.432250022888184,3.7117827
2018-08-29,4.4375,3.7131326
2018-08-30,4.4375,3.7167554
2018-08-31,4.442500114440918,3.718332
2018-09-04,4.446249961853027,3.7199929
2018-09-05,4.447500228881836,3.7263784
2018-09-06,4.454750061035156,3.7319708
2018-09-07,4.461249828338623,3.735367
2018-09-10,4.472249984741211,3.744582
2018-09-11,4.475500106811523,3.7542317
2018-09-12,4.475749969482422,3.7545683
2018-09-13,4.4942498207092285,3.7569263
2018-09-14,4.497499942779541,3.7773
2018-09-17,4.499750137329102,3.7776954
2018-09-18,4.508500099182129,3.778972
2018-09-19,4.511250019073486,3.7969859
2018-09-20,4.513500213623047,3.797834
2018-09-21,4.515999794006348,3.8073642
2018-09-24,4.522250175476074,3.808413
2018-09-25,4.52400016784668,3.811257
2018-09-26,4.525000095367432,3.8194175
2018-09-27,4.527249813079834,3.8262935
2018-09-28,4.531000137329102,3.826409
2018-10-01,4.5355000495910645,3.827375
2018-10-02,4.539000034332275,3.839534
2018-10-03,4.539999961853027,3.8393428
2018-10-04,4.543749809265137,3.848409
2018-10-05,4.550749778747559,3.86544
2018-10-08,4.567500114440918,3.867612
2018-10-09,4.577000141143799,3.867191
2018-10-10,4.578750133514404,3.8682323
2018-10-11,4.587500095367432,3.8685877
2018-10-12,4.598249912261963,3.8769605
2018-10-15,4.5995001792907715,3.8772113
2018-10-16,4.606249809265137,3.881327
2018-10-17,4.619750022888184,3.8991253
2018-10-18,4.619999885559082,3.8987973
2018-10-19,4.620250225067139,3.9124727
2018-10-22,4.6217498779296875,3.9334157
2018-10-23,4.625,3.9374933
2018-10-24,4.626999855041504,3.9469285
2018-10-25,4.656750202178955,3.9478543
2018-10-26,4.6842498779296875,3.954233
2018-10-29,4.708499908447266,3.9580214
2018-10-30,4.710000038146973,3.9697235
2018-10-31,4.723249912261963,3.9764917
2018-11-01,4.724249839782715,3.9921622
2018-11-02,4.727499961853027,3.9951327
2018-11-05,4.733500003814697,3.999174
2018-11-06,4.747499942779541,4.0096383
2018-11-07,4.7492499351501465,4.0134563
2018-11-08,4.761250019073486,4.028321
2018-11-09,4.761499881744385,4.0483127
2018-11-12,4.772250175476074,4.0483594
2018-11-13,4.775000095367432,4.053748
2018-11-14,4.791250228881836,4.058088
2018-11-15,4.798250198364258,4.0609074
2018-11-16,4.820000171661377,4.06171
2018-11-19,4.820250034332275,4.0756617
2018-11-20,4.828499794006348,4.084357
2018-11-21,4.831500053405762,4.102793
2018-11-23,4.836750030517578,4.1143436
2018-11-26,4.890500068664551,4.1135774
2018-11-27,4.891499996185303,4.1156397
2018-11-28,4.913750171661377,4.116845
2018-11-29,4.945250034332275,4.1237698
2018-11-30,4.955249786376953,4.1279807
2018-12-03,4.980500221252441,4.1454225
2018-12-04,4.982250213623047,4.1551867
2018-12-06,4.987500190734863,4.1570706
2018-12-07,5.0632500648498535,4.1553526
2018-12-10,5.071750164031982,4.163635
2018-12-11,5.074999809265137,4.1682453
2018-12-12,5.085000038146973,4.169467
2018-12-13,5.097249984741211,4.1817555
2018-12-14,5.103250026702881,4.211732
2018-12-17,5.105249881744385,4.211483
2018-12-18,5.10575008392334,4.2317457
2018-12-19,5.120999813079834,4.235716
2018-12-20,5.132500171661377,4.2483406
2018-12-21,5.134500026702881,4.249636
2018-12-24,5.16225004196167,4.2497225
2018-12-26,5.171999931335449,4.26234
2018-12-27,5.195499897003174,4.27702
2018-12-28,5.222499847412109,4.2776
2018-12-31,5.226250171661377,4.2919436
2019-01-02,5.227749824523926,4.292521
2019-01-03,5.232999801635742,4.30222
2019-01-04,5.236499786376953,4.3029375
2019-01-07,5.2417497634887695,4.3060503
2019-01-08,5.243750095367432,4.359216
2019-01-09,5.247000217437744,4.362631
2019-01-10,5.248499870300293,4.3626285
2019-01-11,5.273250102996826,4.3636274
2019-01-14,5.275000095367432,4.366789
2019-01-15,5.285749912261963,4.369301
2019-01-16,5.28849983215332,4.3699865
2019-01-17,5.292500019073486,4.3719487
2019-01-18,5.29449987411499,4.379298
2019-01-22,5.296500205993652,4.3836336
2019-01-23,5.297999858856201,4.390599
2019-01-24,5.299499988555908,4.3941455
2019-01-25,5.3147501945495605,4.397698
2019-01-28,5.323999881744385,4.3983493
2019-01-29,5.330999851226807,4.4085298
2019-01-30,5.333749771118164,4.409434
2019-01-31,5.337250232696533,4.413158
2019-02-01,5.34250020980835,4.420682
2019-02-04,5.359250068664551,4.441837
2019-02-05,5.363749980926514,4.4540443
2019-02-06,5.371250152587891,4.458361
2019-02-07,5.3832502365112305,4.4708724
2019-02-08,5.401500225067139,4.4734054
2019-02-11,5.4120001792907715,4.4846387
2019-02-12,5.41825008392334,4.4964337
2019-02-13,5.422749996185303,4.499452
2019-02-14,5.425000190734863,4.5121846
2019-02-15,5.4352498054504395,4.51223
2019-02-19,5.439000129699707,4.514854
2019-02-20,5.451250076293945,4.5164285
2019-02-21,5.453499794006348,4.5190153
2019-02-22,5.462250232696533,4.521632
2019-02-25,5.50124979019165,4.5314517
2019-02-26,5.517250061035156,4.54264
2019-02-27,5.521500110626221,4.5447707
2019-02-28,5.534749984741211,4.5450864
2019-03-01,5.535250186920166,4.5475826
2019-03-04,5.5395002365112305,4.5510445
2019-03-05,5.539999961853027,4.552674
2019-03-06,5.54925012588501,4.552924
2019-03-07,5.550000190734863,4.569599
2019-03-08,5.5954999923706055,4.5698686
2019-03-11,5.5954999923706055,4.5718074
2019-03-12,5.604750156402588,4.5802245
2019-03-13,5.619999885559082,4.5805273
2019-03-14,5.624750137329102,4.582624
2019-03-15,5.625,4.5872254
2019-03-18,5.627999782562256,4.5915933
2019-03-19,5.638750076293945,4.5951686
2019-03-20,5.642499923706055,4.598008
2019-03-21,5.652500152587891,4.5977426
2019-03-22,5.656750202178955,4.607406
2019-03-25,5.665999889373779,4.6134644
2019-03-26,5.666500091552734,4.6133075
2019-03-27,5.681250095367432,4.629473
2019-03-28,5.687749862670898,4.6347995
2019-03-29,5.701499938964844,4.637922
2019-04-01,5.71999979019165,4.64045
2019-04-02,5.71999979019165,4.6475005
2019-04-03,5.7245001792907715,4.652977
2019-04-04,5.7245001792907715,4.6550155
2019-04-05,5.724999904632568,4.6595874
2019-04-08,5.724999904632568,4.666005
2019-04-09,5.728250026702881,4.671821
2019-04-10,5.730000019073486,4.675476
2019-04-11,5.734749794006348,4.6784344
2019-04-12,5.757500171661377,4.691911
2019-04-15,5.757999897003174,4.6962504
2019-04-16,5.758749961853027,4.7036357
2019-04-17,5.777249813079834,4.7049866
2019-04-18,5.787499904632568,4.7060456
2019-04-22,5.798500061035156,4.711662
2019-04-23,5.802499771118164,4.7160754
2019-04-24,5.821000099182129,4.7185397
2019-04-25,5.827499866485596,4.7234483
2019-04-26,5.830749988555908,4.7333198
2019-04-29,5.843999862670898,4.7492995
2019-04-30,5.851250171661377,4.7541966
2019-05-01,5.862500190734863,4.765571
2019-05-02,5.866250038146973,4.7711625
2019-05-03,5.8742499351501465,4.7714925
2019-05-06,5.880499839782715,4.7838893
2019-05-07,5.882999897003174,4.7903433
2019-05-08,5.882999897003174,4.7920895
2019-05-09,5.88700008392334,4.7939677
2019-05-10,5.887499809265137,4.797226
2019-05-13,5.892000198364258,4.8006473
2019-05-14,5.900000095367432,4.8191695
2019-05-15,5.9029998779296875,4.836106
2019-05-16,5.90500020980835,4.8492117
2019-05-17,5.920000076293945,4.8557935
2019-05-20,5.931250095367432,4.856976
2019-05-21,5.9317498207092285,4.8622212
2019-05-22,5.937749862670898,4.8672996
2019-05-23,5.9457502365112305,4.8742895
2019-05-24,5.949250221252441,4.887256
2019-05-28,5.960000038146973,4.8914733
2019-05-29,5.972249984741211,4.8944573
2019-05-30,5.979750156402588,4.9033923
2019-05-31,5.981249809265137,4.904183
2019-06-03,5.982749938964844,4.9092355
2019-06-04,5.993750095367432,4.912861
2019-06-05,5.9957499504089355,4.913635
2019-06-06,5.9977498054504395,4.934647
2019-06-07,6.007999897003174,4.9344225
2019-06-10,6.008500099182129,4.937669
2019-06-11,6.009749889373779,4.9471374
2019-06-12,6.012249946594238,4.9663343
2019-06-13,6.0254998207092285,4.9698915
2019-06-14,6.027750015258789,4.9828825
2019-06-17,6.0335001945495605,5.014586
2019-06-18,6.044250011444092,5.020057
2019-06-19,6.045249938964844,5.030238
2019-06-20,6.051000118255615,5.032255
2019-06-21,6.056250095367432,5.032805
2019-06-24,6.059750080108643,5.046227
2019-06-25,6.0625,5.0538764
2019-06-26,6.06374979019165,5.055001
2019-06-27,6.0647501945495605,5.0624704
2019-06-28,6.073249816894531,5.082869
2019-07-01,6.073500156402588,5.089477
2019-07-02,6.073750019073486,5.0900345
2019-07-03,6.083499908447266,5.1005216
2019-07-05,6.0970001220703125,5.1032243
2019-07-08,6.098750114440918,5.103415
2019-07-09,6.099999904632568,5.1058583
2019-07-10,6.102250099182129,5.1151547
2019-07-11,6.111249923706055,5.1200953
2019-07-12,6.113249778747559,5.1221976
2019-07-15,6.140749931335449,5.123085
2019-07-16,6.141250133514404,5.1374793
2019-07-17,6.144999980926514,5.1426363
2019-07-18,6.146249771118164,5.1529613
2019-07-19,6.148250102996826,5.159982
2019-07-22,6.148250102996826,5.1606507
2019-07-23,6.150000095367432,5.1618094
2019-07-24,6.1570000648498535,5.1619325
2019-07-25,6.158750057220459,5.1667805
2019-07-26,6.1605000495910645,5.168028
2019-07-29,6.160749912261963,5.171629
2019-07-30,6.170000076293945,5.173638
2019-07-31,6.172500133514404,5.1764975
2019-08-01,6.1852498054504395,5.1830974
2019-08-02,6.189000129699707,5.1854224
2019-08-05,6.1897501945495605,5.1859493
2019-08-06,6.1917500495910645,5.1901126
2019-08-07,6.197000026702881,5.191195
2019-08-08,6.197000026702881,5.2051044
2019-08-09,6.197500228881836,5.206266
2019-08-12,6.19950008392334,5.2162023
2019-08-13,6.202499866485596,5.2215605
2019-08-14,6.202750205993652,5.2253456
2019-08-15,6.209000110626221,5.230436
2019-08-16,6.209249973297119,5.230639
2019-08-19,6.2129998207092285,5.2336373
2019-08-20,6.213749885559082,5.238954
2019-08-21,6.217249870300293,5.248567
2019-08-22,6.2210001945495605,5.256086
2019-08-23,6.222750186920166,5.2579584
2019-08-26,6.229249954223633,5.2604847
2019-08-27,6.231750011444092,5.262323
2019-08-28,6.231750011444092,5.270837
2019-08-29,6.232250213623047,5.274513
2019-08-30,6.233749866485596,5.278193
2019-09-03,6.235000133514404,5.278933
2019-09-04,6.238500118255615,5.2952175
2019-09-05,6.247000217437744,5.297335
2019-09-06,6.247250080108643,5.3241043
2019-09-09,6.248499870300293,5.326034
2019-09-10,6.25,5.32599
2019-09-11,6.25,5.346458
2019-09-12,6.25,5.351586
2019-09-13,6.2507500648498535,5.368916
2019-09-16,6.258500099182129,5.3724375
2019-09-17,6.262750148773193,5.396871
2019-09-18,6.263750076293945,5.4071836
2019-09-19,6.26800012588501,5.4185004
2019-09-20,6.269499778747559,5.4269633
2019-09-23,6.272500038146973,5.432181
2019-09-24,6.274750232696533,5.437139
2019-09-25,6.278749942779541,5.472168
2019-09-26,6.28125,5.4825006
2019-09-27,6.2820000648498535,5.512038
2019-09-30,6.2835001945495605,5.515301
2019-10-01,6.287499904632568,5.5558867
2019-10-02,6.296750068664551,5.558639
2019-10-03,6.29925012588501,5.5835238
2019-10-04,6.299499988555908,5.58938
2019-10-07,6.300000190734863,5.5946794
2019-10-08,6.3092498779296875,5.6224704
2019-10-09,6.309500217437744,5.6232805
2019-10-10,6.309999942779541,5.624617
2019-10-11,6.315499782562256,5.638016
2019-10-14,6.316500186920166,5.653965
2019-10-15,6.3207502365112305,5.67456
2019-10-16,6.322500228881836,5.684379
2019-10-17,6.324250221252441,5.6945195
2019-10-18,6.324749946594238,5.7013974
2019-10-21,6.324999809265137,5.7022414
2019-10-22,6.326499938964844,5.7065177
2019-10-23,6.329249858856201,5.714275
2019-10-24,6.329999923706055,5.721526
2019-10-25,6.329999923706055,5.724686
2019-10-28,6.333499908447266,5.729777
2019-10-29,6.334750175476074,5.7304387
2019-10-30,6.337500095367432,5.7322516
2019-10-31,6.337500095367432,5.733109
2019-11-01,6.338250160217285,5.743726
2019-11-04,6.339749813079834,5.7562585
2019-11-05,6.348750114440918,5.7729964
2019-11-06,6.353499889373779,5.781776
2019-11-07,6.354249954223633,5.784398
2019-11-08,6.356249809265137,5.7850976
2019-11-11,6.357500076293945,5.788915
2019-11-12,6.362500190734863,5.8002434
2019-11-13,6.371250152587891,5.8040204
2019-11-14,6.380000114440918,5.8229046
2019-11-15,6.390749931335449,5.828261
2019-11-18,6.396749973297119,5.831247
2019-11-19,6.400000095367432,5.8346953
2019-11-20,6.402500152587891,5.838548
2019-11-21,6.408249855041504,5.839818
2019-11-22,6.414999961853027,5.8617363
2019-11-25,6.414999961853027,5.872412
2019-11-26,6.442500114440918,5.8760934
2019-11-27,6.446750164031982,5.891434
2019-11-29,6.462250232696533,5.895738
2019-12-02,6.462250232696533,5.906765
2019-12-03,6.481249809265137,5.9096813
2019-12-04,6.485000133514404,5.913567
2019-12-05,6.487500190734863,5.9338536
2019-12-06,6.494750022888184,5.936109
2019-12-09,6.50600004196167,5.9514804
2019-12-10,6.512499809265137,5.9531617
2019-12-11,6.525000095367432,5.9591913
2019-12-12,6.5269999504089355,5.9617076
2019-12-13,6.538249969482422,5.987615
2019-12-16,6.545499801635742,5.995976
2019-12-17,6.550000190734863,5.9983487
2019-12-18,6.550000190734863,6.0083737
2019-12-19,6.555500030517578,6.008918
2019-12-20,6.574999809265137,6.0140615
2019-12-23,6.575500011444092,6.020319
2019-12-24,6.576749801635742,6.024997
2019-12-26,6.577750205993652,6.0312185
2019-12-27,6.578000068664551,6.038794
2019-12-30,6.586249828338623,6.0470796
2019-12-31,6.591000080108643,6.049414
2020-01-02,6.591000080108643,6.0538573
2020-01-03,6.599999904632568,6.0630727
2020-01-06,6.608500003814697,6.0703278
2020-01-07,6.611249923706055,6.073339
2020-01-08,6.631999969482422,6.0807643
2020-01-09,6.63700008392334,6.08413
2020-01-10,6.641749858856201,6.0861554
2020-01-13,6.643499851226807,6.089249
2020-01-14,6.644999980926514,6.1069226
2020-01-15,6.645999908447266,6.115232
2020-01-16,6.64900016784668,6.12386
2020-01-17,6.664750099182129,6.1294765
2020-01-21,6.675000190734863,6.1335483
2020-01-22,6.686999797821045,6.163575
2020-01-23,6.698750019073486,6.175491
2020-01-24,6.709750175476074,6.176465
2020-01-27,6.715000152587891,6.183898
2020-01-28,6.718999862670898,6.18941
2020-01-29,6.718999862670898,6.194258
2020-01-30,6.730000019073486,6.2124925
2020-01-31,6.730000019073486,6.2209964
2020-02-03,6.735499858856201,6.2287707
2020-02-04,6.736999988555908,6.23441
2020-02-05,6.747000217437744,6.24153
2020-02-06,6.755000114440918,6.245992
2020-02-07,6.75600004196167,6.252179
2020-02-10,6.7789998054504395,6.2611046
2020-02-11,6.799499988555908,6.2647967
2020-02-12,6.811500072479248,6.2813
2020-02-13,6.8125,6.3009906
2020-02-14,6.817500114440918,6.3102098
2020-02-18,6.820000171661377,6.3140416
2020-02-19,6.820250034332275,6.3198357
2020-02-20,6.822999954223633,6.3211284
2020-02-21,6.836999893188477,6.3344827
2020-02-24,6.875,6.33898
2020-02-25,6.885000228881836,6.346779
2020-02-26,6.886250019073486,6.3521094
2020-02-27,6.898250102996826,6.3744283
2020-02-28,6.909999847412109,6.384998
2020-03-02,6.9145002365112305,6.384778
2020-03-03,6.923250198364258,6.3878856
2020-03-04,6.934500217437744,6.400308
2020-03-05,6.9397501945495605,6.42174
2020-03-06,6.946499824523926,6.4341726
2020-03-09,6.955999851226807,6.4396334
2020-03-10,6.956250190734863,6.4489923
2020-03-11,6.969749927520752,6.4633203
2020-03-12,6.972499847412109,6.49173
2020-03-13,6.977499961853027,6.509056
2020-03-16,6.987500190734863,6.5127444
2020-03-17,7.019999980926514,6.529573
2020-03-18,7.026750087738037,6.5432305
2020-03-19,7.03000020980835,6.552509
2020-03-20,7.043000221252441,6.557361
2020-03-23,7.046750068664551,6.5739603
2020-03-24,7.047999858856201,6.6116757
2020-03-25,7.079999923706055,6.6130466
2020-03-26,7.104249954223633,6.6221585
2020-03-27,7.110499858856201,6.635111
2020-03-30,7.1192498207092285,6.6482587
2020-03-31,7.122250080108643,6.6559577
2020-04-01,7.130499839782715,6.679068
2020-04-02,7.132999897003174,6.7252326
2020-04-03,7.15625,6.725762
2020-04-06,7.196750164031982,6.7448297
2020-04-07,7.222499847412109,6.752321
2020-04-08,7.240499973297119,6.774738
2020-04-09,7.2417497634887695,6.787311
2020-04-13,7.296000003814697,6.7926087
2020-04-14,7.301499843597412,6.8001523
2020-04-15,7.318999767303467,6.830473
2020-04-16,7.328499794006348,6.849371
2020-04-17,7.337500095367432,6.856259
2020-04-20,7.374249935150147,6.8633018
2020-04-21,7.432750225067139,6.884689
2020-04-22,7.46150016784668,6.8895526
2020-04-23,7.471499919891357,6.8880773
2020-04-24,7.474999904632568,6.941369
2020-04-27,7.506750106811523,6.960133
2020-04-28,7.514500141143799,6.968197
2020-04-29,7.550000190734863,6.977881
2020-04-30,7.587500095367432,7.0063987
2020-05-01,7.605000019073486,7.0272527
2020-05-04,7.630000114440918,7.036569
2020-05-05,7.68524980545044,7.089643
2020-05-06,7.818749904632568,7.1186566
2020-05-07,7.885250091552734,7.1369944
2020-05-08,7.907999992370605,7.155911
2020-05-11,8.03600025177002,7.2012963
2020-05-12,8.078499794006348,7.2485394
2020-05-13,8.112500190734863,7.307073
2020-05-14,8.172499656677246,7.369771
2020-05-15,8.500499725341797,7.46978
2020-05-18,8.632749557495117,7.4975
2020-05-19,8.760499954223633,7.578161
2020-05-20,8.837249755859375,7.6303754
2020-05-21,8.840749740600586,7.6937566
2020-05-22,8.866250038146973,7.700399
2020-05-26,8.875499725341797,7.7107015
2020-05-27,8.889749526977539,7.7606997
2020-05-28,8.916500091552734,7.771988
2020-05-29,8.943249702453613,7.7862678
2020-06-01,8.996999740600586,7.797693
2020-06-02,9.04300022125244,7.799342
2020-06-03,9.052499771118164,7.827953
2020-06-04,9.087499618530272,7.8519053
2020-06-05,9.093000411987305,7.8765044
2020-06-08,9.109749794006348,7.8919287
2020-06-09,9.181750297546388,7.9149885
2020-06-10,9.182250022888184,7.961677
2020-06-11,9.187250137329102,7.994084
2020-06-12,9.204500198364258,8.016033
2020-06-15,9.261249542236328,8.0476055
2020-06-16,9.26675033569336,8.083177
2020-06-17,9.282500267028809,8.146443
2020-06-18,9.298999786376951,8.179195
2020-06-19,9.44499969482422,8.194977
2020-06-22,9.5,8.257495
2020-06-23,9.5,8.297258
2020-06-24,9.505000114440918,8.323471
2020-06-25,9.526249885559082,8.375364
2020-06-26,9.53125,8.444433
2020-06-29,9.556500434875488,8.474001
2020-06-30,9.575750350952148,8.536316
2020-07-01,9.642499923706056,8.54252
2020-07-02,9.737500190734863,8.595294
2020-07-06,9.9087495803833,8.704685
2020-07-07,10.06999969482422,8.727104
2020-07-08,10.20674991607666,8.75478
2020-07-09,10.225000381469728,8.810524
2020-07-10,10.248499870300291,8.826038
2020-07-13,10.364749908447266,8.853292
2020-07-14,10.381999969482422,8.873748
2020-07-15,10.402750015258787,8.893862
2020-07-16,10.43299961090088,8.937687
2020-07-17,10.441749572753906,8.972506
2020-07-20,10.516249656677246,9.002189
2020-07-21,10.53125,9.0266
2020-07-22,10.54699993133545,9.064346
2020-07-23,10.5600004196167,9.078655
2020-07-24,10.56999969482422,9.092463
2020-07-27,10.602499961853027,9.104208
2020-07-28,10.623000144958496,9.164288
2020-07-29,10.65524959564209,9.232281
2020-07-30,10.76650047302246,9.2675495
2020-07-31,10.79224967956543,9.324382
2020-08-03,11.098750114440918,9.395718
2020-08-04,11.13675022125244,9.453901
2020-08-05,11.227749824523926,9.47657
2020-08-06,11.357999801635742,9.499795
2020-08-07,11.371749877929688,9.521074
2020-08-10,11.408249855041504,9.5469475
2020-08-11,11.467000007629396,9.584587
2020-08-12,11.50475025177002,9.6161785
2020-08-13,11.704750061035156,9.635178
2020-08-14,11.721750259399414,9.660471
2020-08-17,11.734999656677246,9.696278
2020-08-18,11.845999717712402,9.759548
2020-08-19,11.947999954223633,9.77647
2020-08-20,12.07800006866455,9.7818165
2020-08-21,12.111000061035156,9.807933
2020-08-24,12.12399959564209,9.855857
2020-08-25,12.3149995803833,9.873154
2020-08-26,12.350000381469728,9.89907
2020-08-27,12.375,9.910448
2020-08-28,12.409749984741213,9.926314
2020-08-31,12.4712495803833,9.931998
2020-09-01,12.491999626159668,9.964218
2020-09-02,12.496000289916992,9.969715
2020-09-03,12.498000144958496,10.003923
2020-09-04,12.5,10.034323
2020-09-08,12.522500038146973,10.067516
2020-09-09,12.550000190734863,10.074251
2020-09-10,12.550000190734863,10.10676
2020-09-11,12.569499969482422,10.133981
