Predicted daily return
-0.15648226596840958
-0.10992086537099709
-0.11590246152446164
-0.11791010534757844
-0.12029587151449427
-0.12166552231812028
-0.12343857829514006
-0.11610615517175155
-0.10727891150493259
-0.11283601882836922
-0.11432649441925691
-0.11577124320128099
-0.11454096977323669
-0.11791370162390466
-0.12022372192459992
-0.12152510419728733
-0.12463972665084225
-0.12445322446543228
-0.12250952799866027
-0.12779531109686973
-0.12384735387388918
-0.12671643421815312
-0.1267717618248977
-0.12375385170566965
-0.11885688094796161
-0.11939318794092307
-0.12009344667799911
-0.11963910838504134
-0.11771664713310744
-0.11784700473401855
-0.1179988532212996
-0.1183851722528516
-0.11675082744366652
-0.11656821459214117
-0.11354997940430804
-0.11545034946548963
-0.11862025803774023
-0.11602191878835104
-0.11393643655513429
-0.11481414481289721
-0.11620600993331676
-0.11552876467454143
-0.11151387675879822
-0.11348203384989101
-0.10993826989651267
-0.11172666041458923
-0.11043552278642063
-0.11053026038628265
-0.1099267885522987
-0.10971127014032146
-0.10599624095064977
-0.10539748916903217
-0.10461045642204832
-0.10512894937964844
-0.10212439681459105
-0.10148932975326565
-0.10175025563169303
-0.10371642837510643
-0.1040542511001328
-0.10155115859274233
-0.1017768357327401
-0.10281879388188316
-0.10351863415062523
-0.10340113268612579
-0.1015639660702563
-0.10437833306753595
-0.10333141186758955
-0.10268641301706666
-0.09893477691219695
-0.09842586277721331
-0.09802164617011046
-0.09839774184658352
-0.09612392273855
-0.09754830642555619
-0.09772888506044522
-0.09685289915208554
-0.09465195603792997
-0.09350948395558514
-0.09409186026325028
-0.0940445335602003
-0.09257105302065237
-0.0911024194405478
-0.09191786933717251
-0.09158603189963323
-0.09097806906549182
-0.08790912884464247
-0.0919243955615661
-0.08970910344487641
-0.09116432406672564
-0.0940333146561878
-0.09529288924645898
-0.0946604639062107
-0.09418713825127592
-0.09336526445826489
-0.09349157742253217
-0.09323966089385584
-0.09412627200883986
-0.09019424408081986
-0.089707708462421
-0.08876337843688
-0.08795309704295676
-0.08521003288788313
-0.08610311978072693
-0.0877803356602242
-0.08858807385821432
-0.08831481921754106
-0.0873281315173658
-0.08762739030056062
-0.09009199660672525
-0.08951512439220088
-0.0876017635314184
-0.08663685231633207
-0.08395174325439377
-0.08414385893805075
-0.08378010546967904
-0.0823209257277654
-0.08257021097194821
-0.08475375608278209
-0.08297459431823756
-0.08369159445906872
