,predicted range
1209,-1.8635239999999982
1210,-1.8696470000000005
1211,-1.8451500000000003
1212,-1.8455460000000024
1213,-1.858395999999999
1214,-1.8426639999999992
1215,-1.8434869999999997
1216,-1.8706439999999986
1217,-1.8754200000000019
1218,-1.8919509999999988
1219,-1.906763999999999
1220,-1.930809
1221,-1.926354
1222,-1.9356159999999996
1223,-1.944310999999999
1224,-1.9647650000000034
1225,-1.9808839999999996
1226,-1.975670000000001
1227,-1.9874769999999984
1228,-1.996344999999998
1229,-1.9721950000000028
1230,-1.9577790000000022
1231,-1.9680689999999998
1232,-2.031582
1233,-1.994845999999999
1234,-1.9978580000000008
1235,-2.021898
1236,-1.9891199999999998
1237,-1.9337429999999998
1238,-1.9647609999999993
1239,-1.9901049999999998
1240,-2.043808000000002
1241,-2.0259210000000003
1242,-2.060364
1243,-2.048922000000001
1244,-2.0541379999999982
1245,-2.0798190000000005
1246,-2.014244999999999
1247,-2.0107040000000005
1248,-1.981732000000001
1249,-1.9946979999999996
1250,-2.041142999999998
1251,-2.0588999999999977
1252,-2.0827139999999993
1253,-2.0768330000000006
1254,-2.0897520000000007
1255,-2.1042130000000014
1256,-2.1048240000000007
1257,-2.109057
1258,-2.120275999999997
1259,-2.1164820000000013
1260,-2.1068510000000025
1261,-2.1146749999999983
1262,-2.113996
1263,-2.1341479999999997
1264,-2.1441039999999987
1265,-2.127319
1266,-2.1314680000000017
1267,-2.1358379999999997
1268,-2.1358110000000003
1269,-2.1564910000000026
1270,-2.156345999999999
1271,-2.1632229999999986
1272,-2.1532899999999984
1273,-2.150074
1274,-2.153468
1275,-2.159495999999997
1276,-2.1767280000000007
1277,-2.179936999999999
1278,-2.2089239999999997
1279,-2.2002500000000005
1280,-2.219493
1281,-2.2299599999999984
1282,-2.259848999999999
1283,-2.232813
1284,-2.2544000000000004
1285,-2.269953000000001
1286,-2.2700010000000006
1287,-2.2766210000000022
1288,-2.2851300000000023
1289,-2.3066619999999993
1290,-2.2994020000000006
1291,-2.312691000000001
1292,-2.318027999999998
1293,-2.321199
1294,-2.3351229999999994
1295,-2.314506999999999
1296,-2.3233770000000007
1297,-2.3256669999999993
1298,-2.3114989999999977
1299,-2.3309459999999973
1300,-2.347336000000002
1301,-2.3449550000000023
1302,-2.3534830000000007
1303,-2.3458320000000015
1304,-2.357015999999998
1305,-2.347421999999998
1306,-2.306839
1307,-2.311297999999997
1308,-2.3340889999999987
1309,-2.3380480000000006
1310,-2.2917880000000004
1311,-2.309318000000001
1312,-2.349236000000001
1313,-2.3651000000000018
1314,-2.4333649999999984
1315,-2.4648730000000008
1316,-2.4576699999999967
1317,-2.472923999999999
1318,-2.4537830000000014
1319,-2.468842000000002
1320,-2.507663000000001
1321,-2.4898050000000005
1322,-2.480755000000002
1323,-2.4787810000000015
1324,-2.472296
1325,-2.4335039999999992
1326,-2.4468180000000004
1327,-2.4544099999999993
1328,-2.444146
1329,-2.443116
1330,-2.451732
1331,-2.4876260000000023
1332,-2.522824
1333,-2.519966
1334,-2.5405189999999997
1335,-2.5529210000000013
1336,-2.5564409999999995
1337,-2.536558000000003
1338,-2.527227
1339,-2.5295000000000023
1340,-2.558994000000002
1341,-2.599757999999998
1342,-2.626549999999998
1343,-2.643063999999999
1344,-2.6374670000000044
1345,-2.619624999999999
1346,-2.628498999999998
1347,-2.5996140000000025
1348,-2.613091999999998
1349,-2.6100660000000033
1350,-2.645149
1351,-2.6618599999999972
1352,-2.641314999999995
1353,-2.640093000000004
1354,-2.6303020000000004
1355,-2.649772999999996
1356,-2.6014060000000008
1357,-2.803432000000001
1358,-2.939118999999998
1359,-2.9555289999999985
1360,-2.9029120000000006
1361,-2.85445
1362,-2.838673
1363,-2.8448769999999968
1364,-2.818722000000001
1365,-2.8041799999999952
1366,-2.850071
1367,-2.895845999999999
1368,-2.8688829999999967
1369,-2.892326000000004
1370,-2.9127030000000005
1371,-2.9005259999999993
1372,-2.970396000000001
1373,-2.9833909999999975
1374,-2.9909960000000027
1375,-3.021944000000005
1376,-3.00938
1377,-3.022833999999996
1378,-3.0219000000000023
1379,-3.0173149999999964
1380,-2.9675080000000023
1381,-2.9375420000000005
1382,-2.9381640000000004
1383,-2.9500579999999985
1384,-2.9731670000000037
1385,-2.9382699999999957
1386,-3.003020999999997
1387,-3.008983999999998
1388,-3.0335309999999964
1389,-3.034079999999996
1390,-3.0463829999999987
1391,-3.068374999999996
1392,-3.057690000000001
1393,-3.081837
1394,-3.1334499999999963
1395,-3.129947999999999
1396,-3.128699999999995
1397,-3.1371449999999967
1398,-3.1447450000000003
1399,-3.1477040000000045
1400,-3.1708300000000023
1401,-3.1635399999999976
1402,-3.194787000000005
1403,-3.135296000000004
1404,-3.1390990000000016
1405,-3.141131999999999
1406,-3.142136999999998
1407,-3.1416520000000006
1408,-3.124004999999997
1409,-3.1260369999999966
1410,-3.1035189999999986
1411,-3.1178510000000017
1412,-3.123458999999997
1413,-3.1253420000000034
1414,-3.161760000000001
1415,-3.1525740000000013
1416,-3.1365130000000008
1417,-3.1676849999999988
1418,-3.1695899999999995
1419,-3.2736090000000004
1420,-3.3063629999999975
1421,-3.3481179999999995
1422,-3.408484999999999
1423,-3.402545999999994
1424,-3.345310000000005
1425,-3.344315999999999
1426,-3.320755999999996
1427,-3.3178940000000026
1428,-3.318730000000002
1429,-3.3799819999999983
1430,-3.3902319999999975
1431,-3.372330000000005
1432,-3.3606929999999977
1433,-3.3432300000000055
1434,-3.337851999999998
1435,-3.3255079999999992
1436,-3.3195150000000027
1437,-3.3331760000000017
1438,-3.3409429999999958
1439,-3.347832000000004
1440,-3.373564000000002
1441,-3.377586000000001
1442,-3.4099670000000017
1443,-3.4143940000000015
1444,-3.3997519999999994
1445,-3.408982999999999
1446,-3.3904870000000003
1447,-3.4046710000000004
1448,-3.4092270000000013
1449,-3.443252000000001
1450,-3.468110000000003
1451,-3.4433819999999997
1452,-3.4363850000000014
1453,-3.5029679999999956
1454,-3.510352999999995
1455,-3.5044650000000033
1456,-3.4876139999999936
1457,-3.447249999999997
1458,-3.4396780000000007
1459,-3.4404660000000007
1460,-3.4626250000000027
1461,-3.4720000000000013
1462,-3.489232000000001
1463,-3.4642199999999974
1464,-3.519466999999999
1465,-3.5261970000000034
1466,-3.566596000000004
1467,-3.5799909999999997
1468,-3.5864720000000005
1469,-3.585394000000001
1470,-3.6025360000000006
1471,-3.613258000000002
1472,-3.618218000000006
1473,-3.6571700000000007
1474,-3.6570529999999977
1475,-3.6712989999999976
1476,-3.5935249999999996
1477,-3.6307180000000017
1478,-3.653843000000002
1479,-3.701487
1480,-3.693390000000001
1481,-3.6868669999999995
1482,-3.6682130000000015
1483,-3.6598529999999982
1484,-3.684787
1485,-3.7071459999999945
1486,-3.736426999999999
1487,-3.7426460000000006
1488,-3.7743910000000014
1489,-3.7873149999999995
1490,-3.7572040000000015
1491,-3.8184669999999983
1492,-3.8268540000000044
1493,-3.8226019999999963
1494,-3.8398050000000055
1495,-3.8380650000000003
1496,-3.837629999999997
1497,-3.8866879999999995
1498,-3.8664330000000007
1499,-3.847214000000001
1500,-3.811903000000001
1501,-3.826018999999995
1502,-3.8500669999999957
1503,-3.8667599999999993
1504,-3.8698539999999966
1505,-3.8586620000000025
1506,-3.8707920000000016
1507,-3.871722999999996
1508,-3.9209439999999987
1509,-3.9389540000000025
1510,-3.895980999999999
1511,-3.894444
1512,-3.8267590000000027
1513,-3.8404000000000025
1514,-4.158133999999997
1515,-3.944338000000002
1516,-3.8980260000000015
1517,-3.993401999999996
1518,-4.006566999999997
1519,-3.962815000000006
1520,-4.038350000000001
