feature_0,feature_1,feature_2,feature_4,feature_5
0.3012650761862272,0.2805146990610627,0.06329977779750307,0.21597867626127465,-0.04219985186500208
0.3110587597210629,0.2854801266695412,0.06928606490307088,0.23624706296326325,-0.04619070993538055
0.3004860598651635,0.2787148232429097,0.04388724566230806,0.21519965994021095,-0.029258163774872115
0.30574000863155537,0.281182235077123,0.06229847377341258,0.21664621227733494,-0.04153231584894179
0.30260213956566273,0.28489615922889727,0.061294182728349966,0.21610236073999256,-0.04086278848556657
0.2986719723027057,0.2738937653130953,0.059750567698027446,0.21121608726108143,-0.03983371179868489
0.3001857921838466,0.2795586654590525,0.024200007027920356,0.21780755729263013,-0.016133338018613497
0.2892146787704447,0.2702160624767773,0.05939566902092286,0.20264856400040798,-0.039597112680615276
0.2964709087299476,0.27456958546663845,0.03833887533437441,0.21552122814380043,-0.025559250222916274
0.3028133706311356,0.2801536247809074,0.05791723344090993,0.21318722451159478,-0.03861148896060662
0.3041461562600949,0.2904979973097505,0.07839801833725824,0.2080946612618909,-0.052265345558172194
0.2956629487613433,0.27369629098390696,0.05556164614321557,0.21688054087531367,-0.037041097428810454
0.30622580235158486,0.2794643100020506,0.06468229519764623,0.22623489472625796,-0.04312153013176412
0.2935048407390823,0.2766577526582132,0.05003087558087871,0.20253386226880576,-0.0333539170539191
0.3056364964166259,0.2880356837668038,0.04193958680444776,0.21965049776506573,-0.02795972453629858
0.30147168662392754,0.2847246646931105,0.05267839928334073,0.2134932386005588,-0.03511893285556056
0.29264982822460733,0.27580274014373823,0.05422733723432882,0.19919726489093875,-0.03615155815621918
0.3027572756096553,0.27710233814755686,0.05353804861917011,0.2170270215279136,-0.03569203241278007
0.3019326122022875,0.2781105114286312,0.06229847377341258,0.21543283337661734,-0.04153231584894179
0.29762413819222494,0.2698295502988847,0.05104418125931165,0.2043251702171356,-0.034029454172874396
0.29680416045037733,0.272839718792448,0.052365506955486696,0.21585447986423018,-0.03491033797032439
0.2971106304118925,0.27726017129998587,0.07260983375406849,0.20393601913998982,-0.048406555836045584
0.30041567972405897,0.27782332981090824,0.05119645273357376,0.20861847730949445,-0.034130968489049174
0.3073009570626375,0.2847758026336392,0.036470718447050965,0.22660036261388922,-0.024313812298033977
0.3068738492269923,0.2742583021811347,0.03415685656613543,0.23017539842392232,-0.022771237710756953
0.3041136857909088,0.290424812595903,0.05606037394915253,0.21272408654088315,-0.037373582632768354
0.30355824578161683,0.2818517624404982,0.061294182728349966,0.2136647331363456,-0.04086278848556657
0.2967408996558839,0.2728477344373617,0.03937661760206823,0.21120007923616213,-0.026251078401378747
0.31014378255874037,0.2977136297710108,0.04518722128277086,0.2071724325618321,-0.030124814188513982
0.30626260816255046,0.27135810267375526,0.06448991334455845,0.23261820274999978,-0.042993275563039
0.29854841460837755,0.2808424342716121,0.05556164614321557,0.20838673784803197,-0.037041097428810454
0.292564145622547,0.26548188937599443,0.04131959003119623,0.2187765315614736,-0.027546393354130894
0.29375101084908073,0.2688247500867526,0.03811115505217366,0.20454829249468354,-0.02540743670144907
0.27869581893571405,0.25626632963894963,0.06199358968311863,0.1845430579428552,-0.04132905978874579
0.30243064502987593,0.2837128870301455,0.05267839928334073,0.2147138676353988,-0.03511893285556056
0.29844353188938344,0.27248109372401247,0.05134917845357556,0.21893362412917905,-0.03423278563571708
0.29591694453471423,0.28013174170829597,0.07141614787689021,0.2002533455069383,-0.04761076525126018
0.295745389887606,0.28301547509854863,0.055396391456241645,0.19535857718088712,-0.036930927637494504
0.3020817384907,0.28353049858069423,0.05455135429760305,0.20660075771222797,-0.036367569531735366
0.3052546952285764,0.2847500868374004,0.04828196569761056,0.2125098923699914,-0.032187977131740375
0.2932498191158867,0.26407348756670657,0.040291079791186846,0.2170890577259707,-0.026860719860791193
0.30199143258230715,0.2783108272349896,0.050329818110708247,0.2172116057607491,-0.03355321207380546
0.2712202676056435,0.25164722872844114,0.025856124001260028,0.19205249058986962,-0.017237416000840056
0.29849469078251994,0.28189665475591935,0.04683307631092104,0.20148993327520637,-0.03122205087394736
0.2986719723027057,0.28000988574998614,0.059750567698027446,0.20877845965743447,-0.03983371179868489
0.2956629487613433,0.27472631383472124,0.05556164614321557,0.21204863578270738,-0.037041097428810454
0.28429131268266417,0.26734356054039926,0.023842256095849,0.19028035524979853,-0.01589483739723263
0.28087279159771017,0.25654876562421836,0.03448054158204772,0.19625627543372004,-0.022987027721365183
0.2956660754709832,0.2759922112552987,0.03811115505217366,0.20699319186055198,-0.02540743670144907
0.29776597955477613,0.27592979648387345,0.052365506955486696,0.21222515913505435,-0.03491033797032439
0.2959696000871072,0.27708382931188763,0.04053182547437739,0.214778436007645,-0.02702121698291826
0.29926838715074267,0.27572843679357145,0.06903941655330359,0.20529931396112922,-0.046026277702202356
0.3101757039398189,0.2887901095405223,0.04960203663023366,0.22040492353878427,-0.03306802442015577
0.29407192939550786,0.2761002723986457,0.06093011548677263,0.2087337371151512,-0.04062007699118175
0.3082889498945486,0.29079268027027494,0.04960203663023366,0.21919515354032815,-0.03306802442015577
0.2971321519558398,0.2710922644389983,0.057744972628874236,0.21497629953969055,-0.03849664841924949
0.30180684834947163,0.28420603569964953,0.05353804861917011,0.20727629483118326,-0.03569203241278007
0.2944849231328942,0.2787934792081358,0.04131959003119623,0.20186373833966953,-0.027546393354130894
0.29995876956683293,0.2742273000681129,0.05337881263391964,0.21276300091681666,-0.035585875089279684
0.2868800473958367,0.2719709779479223,0.05706103764631487,0.187831425967391,-0.03804069176420999
0.3008047826005605,0.2901610830181207,0.06093011548677263,0.1975496427628295,-0.04062007699118175
0.306386964641764,0.2859433422521991,0.0363622451101534,0.21634838625200492,-0.02424149674010223
0.3020832345028589,0.28538602254095075,0.07402725673493371,0.20946204970963422,-0.049351504489955844
0.29402225030790574,0.27530449230817533,0.03914273347285868,0.19892686152565586,-0.026095155648572455
0.30186765854638953,0.27390699351920084,0.041814847640469166,0.22851831859091665,-0.02787656509364611
0.29905476153679944,0.28532505264121094,0.04169047948298377,0.20985204318240225,-0.02779365298865577
0.2985849429679213,0.2759925930547706,0.06273664635414389,0.20186870266536316,-0.041824430902762555
0.29027086846445466,0.2724590920468985,0.039026312873103874,0.2008020467247762,-0.02601754191540262
0.30415466876013836,0.28571361710032606,0.05134917845357556,0.20678130550210716,-0.03423278563571708
0.2964083722943162,0.268613784400976,0.03271146268213809,0.21162854547275817,-0.021807641788092025
0.28260968435600464,0.25933425543306493,0.05474027321252939,0.1967615826488155,-0.036493515475019556
0.2822322288650737,0.2723080999892011,0.04095200010935296,0.18259177599010284,-0.027301333406235306
0.2979540512293821,0.2771417730130767,0.04916076388879531,0.21241323080966035,-0.032773842592530245
0.287829233259054,0.27899021249996897,0.07174983844847893,0.1878101593259246,-0.04783322563231929
0.30629030632120097,0.29181878294081864,0.07184287084883756,0.20270368594353988,-0.04789524723255845
0.29751251616736746,0.2765758812407454,0.05572739380655212,0.21873010828133782,-0.03715159587103478
0.2957292615563986,0.27786435027826833,0.06727530097169454,0.20227669822273003,-0.044850200647796434
0.295580868171854,0.27680727264989907,0.05857452818907827,0.20515022732777677,-0.039049685459385586
0.29365056090106995,0.2778182687483738,0.07336869082232622,0.19895165020998107,-0.04891246054821741
0.30240340501526264,0.2827295407995781,0.04828196569761056,0.2173706688728121,-0.032187977131740375
0.29677569120270175,0.2769842724834856,0.030711807422331483,0.2148641915121558,-0.020474538281554322
0.30724352988556924,0.2857301531195359,0.057076702451063555,0.2217682597232375,-0.03805113496737578
0.3081883119211079,0.287744689531543,0.057076702451063555,0.2169363546306312,-0.03805113496737578
0.3027204060645984,0.2801952516356001,0.04916076388879531,0.21241323080966035,-0.032773842592530245
