predict price change
-0.22478985316772482
-0.10576151009826651
-0.13309955780639626
-0.15205253932189944
-0.1618509255279541
-0.17778634591369613
-0.18599941247863772
-0.1700260807312013
-0.156050454589844
-0.17852807083129862
-0.18890669299926754
-0.1971487772369387
-0.19474366636657736
-0.21373133060607907
-0.22560426793518085
-0.23539804930419939
-0.2513944634643557
-0.2557425354705809
-0.25729185652160647
-0.28078342289428715
-0.2822012705810546
-0.29724930519714343
-0.2994107911926269
-0.2942626438232421
-0.28542666383056625
-0.2884187427276612
-0.29510878935241713
-0.2996492055175781
-0.29679366083984426
-0.29905800216979994
-0.30052108946533185
-0.3025362612945557
-0.30146839879455545
-0.3017890724700929
-0.2954909686279299
-0.3048801332366944
-0.3193116396453859
-0.3133497396453859
-0.3094017985351556
-0.31593175778503424
-0.32432628218383774
-0.323488919906616
-0.31638344856262224
-0.3274054539581299
-0.3208965877655028
-0.32960101211853043
-0.32958815092163096
-0.3299394038055419
-0.3295910741577148
-0.3291702678985602
-0.32213976767272934
-0.3206829614135742
-0.3197453229125977
-0.3226449437835699
-0.3175334641113281
-0.31747270316772447
-0.3196070423736579
-0.3292732039520265
-0.3309116849487306
-0.3312442606933592
-0.33214830308837895
-0.33865973116760273
-0.3435010848358151
-0.3438160134735102
-0.3402149721252443
-0.3529284221984863
-0.3513653732971189
-0.35024576977539024
-0.34237221196594225
-0.34159422002868656
-0.34299593126220707
-0.34518070118408195
-0.342392484133911
-0.34940171229553174
-0.35213186953430187
-0.3505325704193112
-0.34669617026061994
-0.3443701718200689
-0.3482582235351557
-0.3510598716400142
-0.3494031119628902
-0.35389086996154795
-0.35794756990966814
-0.3573004910766602
-0.35677484044494623
-0.35010792766113275
-0.36706756071167
-0.36480741071777345
-0.37235245599365197
-0.3861873435577392
-0.39166428166503886
-0.3909279916351318
-0.3904340378509521
-0.3888583931732179
-0.39220981123657195
-0.3919522440429688
-0.39574906697082524
-0.3872203454559324
-0.389063086798096
-0.387541059024048
-0.3882112565612794
-0.3837034318298338
-0.3881638450042728
-0.3971638265991211
-0.4022353186523442
-0.4023061468811031
-0.40027804341430606
-0.4016213084197999
-0.41328366662597693
-0.4174618227294924
-0.415638481338501
-0.4158664869537354
-0.4103579724334723
-0.41352531542358406
-0.4154976605529783
-0.4131828632965089
-0.41568114051818883
-0.4298016727233889
-0.4292099261474611
-0.43303465410766595
-0.43729280991821273
-0.4331209240966798
-0.4400808611450193
-0.44223116151733377
-0.44135836700439457
-0.44841217129516586
-0.45577072838134747
-0.4579232138305662
-0.46496869443969713
-0.47146944335327134
-0.47299985377807596
-0.48716306123657205
-0.4959197175231935
-0.49467415722045915
-0.503084378930664
-0.49063850952148425
-0.509545611669922
-0.510226929675293
-0.5118858995361326
-0.5162522539794923
-0.5102019359436034
-0.509234151147461
-0.5139101378479003
-0.5012280831176756
-0.5000070126647951
-0.501576867767334
-0.49946304655151375
-0.5017579175415041
-0.5166690229614259
-0.5165850467224122
-0.5150535346191405
-0.5208844692993164
-0.5241629913208006
-0.5385699660949705
-0.5430210048034669
-0.5429785710754396
-0.5463013929748537
-0.5538578085205077
-0.5720446571655273
-0.5694556242736817
-0.5704818699035643
-0.5757333939453124
-0.5777256230773924
-0.5695805268188479
-0.5729426160278321
-0.5814955061767577
-0.5793311997741699
-0.5779187618041992
-0.5913712054748537
-0.5945418177978516
-0.5910943473205568
-0.5967864767272948
-0.5957384171264648
-0.5919175362609863
-0.601934875769043
-0.610256482598877
-0.6171690594482424
-0.6031217273620606
-0.6063983718994139
-0.6074903430541991
-0.5956359115051271
-0.6055824715393068
-0.6107213375976563
-0.6169960943176269
-0.6180114934082033
-0.6199161942871094
-0.6200120192565919
-0.6266033835083009
-0.6323180457580566
-0.6286110469787598
-0.6315236333007812
-0.6278152697143553
-0.6222355622436524
-0.6227125473327635
-0.6250912901489256
-0.6332874456542967
-0.6390878773864745
-0.6486368450439453
-0.6492788842651369
-0.646648911254883
-0.6488135322448731
-0.6470605875671387
-0.6390564054138181
-0.6264984829406739
-0.6265330337036135
-0.6287214354187012
-0.6453523323791504
-0.637954474420166
-0.6328063095214844
-0.6223566095214843
-0.6299984354858399
-0.6413030328613281
-0.6411610379333497
-0.6506082968200682
-0.6420254711914062
-0.6464316894836424
-0.6580722356872561
-0.6413163659729006
-0.6457942266235355
-0.6446962479919431
-0.6552024216369627
-0.6549411084289547
-0.6719422152709962
-0.6771455168640133
-0.6742540512390134
-0.6599956257934574
-0.6550658880920412
-0.6621012791076657
-0.6669927147216796
