Date,Low,Guess Low
2018-07-12,4.081250190734863,3.52362
2018-07-13,4.086750030517578,3.5276263
2018-07-16,4.093249797821045,3.5400841
2018-07-17,4.097750186920166,3.5585973
2018-07-18,4.099999904632568,3.5608404
2018-07-19,4.116499900817871,3.5618832
2018-07-20,4.11899995803833,3.5630987
2018-07-23,4.120999813079834,3.5676937
2018-07-24,4.131249904632568,3.5762587
2018-07-25,4.135000228881836,3.5832329
2018-07-26,4.149250030517578,3.5940707
2018-07-27,4.153250217437744,3.609553
2018-07-30,4.165249824523926,3.6158178
2018-07-31,4.16949987411499,3.6164553
2018-08-01,4.17549991607666,3.619668
2018-08-02,4.17549991607666,3.6217694
2018-08-03,4.178999900817871,3.625427
2018-08-06,4.183499813079834,3.6268399
2018-08-07,4.184999942779541,3.6296494
2018-08-08,4.196249961853027,3.6306295
2018-08-09,4.196499824523926,3.6318386
2018-08-10,4.204999923706055,3.633035
2018-08-13,4.224999904632568,3.639812
2018-08-14,4.232999801635742,3.6417797
2018-08-15,4.241499900817871,3.6423025
2018-08-16,4.247499942779541,3.6462924
2018-08-17,4.2532501220703125,3.648454
2018-08-20,4.267749786376953,3.654649
2018-08-21,4.277500152587891,3.65507
2018-08-22,4.277750015258789,3.657264
2018-08-23,4.279250144958496,3.6597846
2018-08-24,4.281750202178955,3.672769
2018-08-27,4.288000106811523,3.672745
2018-08-28,4.28849983215332,3.675238
2018-08-29,4.300000190734863,3.6767683
2018-08-30,4.302000045776367,3.679353
2018-08-31,4.3067498207092285,3.6806276
2018-09-04,4.307000160217285,3.6820228
2018-09-05,4.3092498779296875,3.6865594
2018-09-06,4.310999870300293,3.6905968
2018-09-07,4.31374979019165,3.693122
2018-09-10,4.320000171661377,3.6995234
2018-09-11,4.324999809265137,3.7058752
2018-09-12,4.332499980926514,3.7064881
2018-09-13,4.34250020980835,3.708278
2018-09-14,4.345250129699707,3.7216659
2018-09-17,4.349999904632568,3.7222097
2018-09-18,4.358500003814697,3.7232325
2018-09-19,4.36175012588501,3.7356765
2018-09-20,4.364999771118164,3.7362306
2018-09-21,4.377749919891357,3.7424219
2018-09-24,4.3782501220703125,3.7433732
2018-09-25,4.38224983215332,3.7455857
2018-09-26,4.387499809265137,3.7512941
2018-09-27,4.40024995803833,3.7557783
2018-09-28,4.412499904632568,3.755822
2018-10-01,4.412499904632568,3.7568302
2018-10-02,4.412749767303467,3.7651446
2018-10-03,4.423500061035156,3.7647645
2018-10-04,4.427999973297119,3.770747
2018-10-05,4.43149995803833,3.7815278
2018-10-08,4.447750091552734,3.783099
2018-10-09,4.462500095367432,3.7828512
2018-10-10,4.465250015258789,3.783497
2018-10-11,4.4695000648498535,3.7839806
2018-10-12,4.469749927520752,3.789706
2018-10-15,4.478000164031982,3.7896981
2018-10-16,4.479000091552734,3.7929003
2018-10-17,4.495999813079834,3.8041313
2018-10-18,4.504499912261963,3.8045766
2018-10-19,4.509250164031982,3.8131187
2018-10-22,4.510250091552734,3.82626
2018-10-23,4.511499881744385,3.8288743
2018-10-24,4.51324987411499,3.8354561
2018-10-25,4.517000198364258,3.8369272
2018-10-26,4.538000106811523,3.8423831
2018-10-29,4.565000057220459,3.8453736
2018-10-30,4.577499866485596,3.8537252
2018-10-31,4.59250020980835,3.8585846
2018-11-01,4.598750114440918,3.8701456
2018-11-02,4.6020002365112305,3.8722434
2018-11-05,4.60575008392334,3.8751373
2018-11-06,4.609749794006348,3.8825529
2018-11-07,4.619999885559082,3.885738
2018-11-08,4.624000072479248,3.8956378
2018-11-09,4.629499912261963,3.9102106
2018-11-12,4.640500068664551,3.9104378
2018-11-13,4.641250133514404,3.914632
2018-11-14,4.643249988555908,3.9180813
2018-11-15,4.659749984741211,3.9198482
2018-11-16,4.6875,3.9202957
2018-11-19,4.689000129699707,3.9303672
2018-11-20,4.713250160217285,3.9362295
2018-11-21,4.715250015258789,3.9492767
2018-11-23,4.716000080108643,3.9585373
2018-11-26,4.7164998054504395,3.9611132
2018-11-27,4.71875,3.9624455
2018-11-28,4.726250171661377,3.9644122
2018-11-29,4.738749980926514,3.9679635
2018-11-30,4.739999771118164,3.9719398
2018-12-03,4.741499900817871,3.986272
2018-12-04,4.775000095367432,3.993387
2018-12-06,4.775750160217285,3.9950254
2018-12-07,4.802499771118164,3.9961166
2018-12-10,4.804999828338623,4.0039563
2018-12-11,4.8207502365112305,4.007799
2018-12-12,4.828000068664551,4.0088596
2018-12-13,4.830999851226807,4.0191507
2018-12-14,4.834750175476074,4.043746
2018-12-17,4.8420000076293945,4.044948
2018-12-18,4.84375,4.063366
2018-12-19,4.849999904632568,4.0637164
2018-12-20,4.862500190734863,4.073319
2018-12-21,4.882500171661377,4.0757513
2018-12-24,4.884500026702881,4.0765123
2018-12-26,4.887499809265137,4.0883965
2018-12-27,4.945250034332275,4.1041355
2018-12-28,4.9629998207092285,4.1062365
2018-12-31,4.964749813079834,4.1201816
2019-01-02,4.971250057220459,4.120195
2019-01-03,4.994750022888184,4.127246
2019-01-04,5.006499767303467,4.127957
2019-01-07,5.009250164031982,4.131161
2019-01-08,5.015999794006348,4.1836047
2019-01-09,5.026000022888184,4.185336
2019-01-10,5.053500175476074,4.185726
2019-01-11,5.09375,4.18706
2019-01-14,5.094250202178955,4.19007
2019-01-15,5.095749855041504,4.1939416
2019-01-16,5.099999904632568,4.1953006
2019-01-17,5.100249767303467,4.1971636
2019-01-18,5.102749824523926,4.204944
2019-01-22,5.10699987411499,4.2093453
2019-01-23,5.123000144958496,4.2154193
2019-01-24,5.125,4.219823
2019-01-25,5.127999782562256,4.2234836
2019-01-28,5.1282501220703125,4.2244906
2019-01-29,5.131999969482422,4.2352786
2019-01-30,5.141250133514404,4.23564
2019-01-31,5.147500038146973,4.2395396
2019-02-01,5.153749942779541,4.246312
2019-02-04,5.163000106811523,4.269146
2019-02-05,5.16349983215332,4.2828207
2019-02-06,5.164000034332275,4.2876906
2019-02-07,5.179749965667725,4.300897
2019-02-08,5.187749862670898,4.3035274
2019-02-11,5.191999912261963,4.316596
2019-02-12,5.20674991607666,4.3298135
2019-02-13,5.207749843597412,4.334121
2019-02-14,5.216000080108643,4.3481817
2019-02-15,5.232749938964844,4.3491645
2019-02-19,5.238999843597412,4.351328
2019-02-20,5.248499870300293,4.3537755
2019-02-21,5.255249977111816,4.3567863
2019-02-22,5.257500171661377,4.359568
2019-02-25,5.272500038146973,4.371986
2019-02-26,5.2769999504089355,4.384717
2019-02-27,5.2779998779296875,4.386587
2019-02-28,5.2795000076293945,4.387513
2019-03-01,5.281499862670898,4.388719
2019-03-04,5.317249774932861,4.392014
2019-03-05,5.326749801635742,4.3938723
2019-03-06,5.349999904632568,4.3938804
2019-03-07,5.357500076293945,4.412861
2019-03-08,5.364999771118164,4.4149766
2019-03-11,5.388000011444092,4.4168983
2019-03-12,5.394499778747559,4.425448
2019-03-13,5.394999980926514,4.4266367
2019-03-14,5.395500183105469,4.425674
2019-03-15,5.400000095367432,4.4291625
2019-03-18,5.417250156402588,4.4336944
2019-03-19,5.417749881744385,4.4377007
2019-03-20,5.418499946594238,4.441175
2019-03-21,5.422500133514404,4.442962
2019-03-22,5.425000190734863,4.4549994
2019-03-25,5.429500102996826,4.461167
2019-03-26,5.4375,4.4611955
2019-03-27,5.437749862670898,4.476927
2019-03-28,5.438000202178955,4.481226
2019-03-29,5.462250232696533,4.484101
2019-04-01,5.464000225067139,4.4871697
2019-04-02,5.4644999504089355,4.4947476
2019-04-03,5.466000080108643,4.500685
2019-04-04,5.490250110626221,4.5018697
2019-04-05,5.496250152587891,4.5059943
2019-04-08,5.51324987411499,4.5125346
2019-04-09,5.517499923706055,4.518619
2019-04-10,5.5335001945495605,4.522006
2019-04-11,5.533750057220459,4.5258346
2019-04-12,5.545499801635742,4.5404954
2019-04-15,5.546249866485596,4.5448394
2019-04-16,5.554999828338623,4.5509024
2019-04-17,5.5602498054504395,4.5532775
2019-04-18,5.566999912261963,4.5548587
2019-04-22,5.5707502365112305,4.5611773
2019-04-23,5.580249786376953,4.564059
2019-04-24,5.603000164031982,4.565538
2019-04-25,5.615499973297119,4.571033
2019-04-26,5.6192498207092285,4.580788
2019-04-29,5.623000144958496,4.5967736
2019-04-30,5.6257500648498535,4.6021748
2019-05-01,5.631249904632568,4.6142316
2019-05-02,5.631249904632568,4.619924
2019-05-03,5.638000011444092,4.619822
2019-05-06,5.64424991607666,4.631541
2019-05-07,5.667500019073486,4.636149
2019-05-08,5.670000076293945,4.63803
2019-05-09,5.675000190734863,4.640152
2019-05-10,5.676750183105469,4.6440024
2019-05-13,5.68625020980835,4.6464343
2019-05-14,5.691999912261963,4.665375
2019-05-15,5.692500114440918,4.683925
2019-05-16,5.701250076293945,4.6980867
2019-05-17,5.702499866485596,4.704847
2019-05-20,5.703000068664551,4.7064133
2019-05-21,5.705249786376953,4.711749
2019-05-22,5.733749866485596,4.7181177
2019-05-23,5.73799991607666,4.724277
2019-05-24,5.738749980926514,4.737348
2019-05-28,5.7532501220703125,4.7417016
2019-05-29,5.763750076293945,4.7456126
2019-05-30,5.767499923706055,4.754858
2019-05-31,5.776500225067139,4.754911
2019-06-03,5.778250217437744,4.7603354
2019-06-04,5.779250144958496,4.7650223
2019-06-05,5.781750202178955,4.7652426
2019-06-06,5.783750057220459,4.787947
2019-06-07,5.805749893188477,4.789574
2019-06-10,5.813000202178955,4.793175
2019-06-11,5.819250106811523,4.804123
2019-06-12,5.831500053405762,4.8231015
2019-06-13,5.838749885559082,4.827416
2019-06-14,5.852499961853027,4.841039
2019-06-17,5.856500148773193,4.8736825
2019-06-18,5.868750095367432,4.8783903
2019-06-19,5.875249862670898,4.885314
2019-06-20,5.877500057220459,4.887113
2019-06-21,5.883500099182129,4.887661
2019-06-24,5.886250019073486,4.901681
2019-06-25,5.887499809265137,4.909925
2019-06-26,5.888500213623047,4.9109364
2019-06-27,5.893750190734863,4.9185433
2019-06-28,5.895249843597412,4.9396696
2019-07-01,5.897500038146973,4.9452825
2019-07-02,5.909749984741211,4.9467893
2019-07-03,5.912499904632568,4.957336
2019-07-05,5.918000221252441,4.960464
2019-07-08,5.920499801635742,4.9606156
2019-07-09,5.921249866485596,4.963279
2019-07-10,5.925000190734863,4.9718456
2019-07-11,5.927249908447266,4.978141
2019-07-12,5.934000015258789,4.9798307
2019-07-15,5.934000015258789,4.9824796
2019-07-16,5.9375,4.9961495
2019-07-17,5.940000057220459,5.001027
2019-07-18,5.948500156402588,5.0096507
2019-07-19,5.948750019073486,5.0164957
2019-07-22,5.949999809265137,5.0170484
2019-07-23,5.951499938964844,5.0181737
2019-07-24,5.953750133514404,5.0187163
2019-07-25,5.954500198364258,5.0228972
2019-07-26,5.959750175476074,5.0238824
2019-07-29,5.959750175476074,5.025846
2019-07-30,5.960249900817871,5.0283227
2019-07-31,5.9679999351501465,5.030787
2019-08-01,5.984749794006348,5.036065
2019-08-02,5.985000133514404,5.038508
2019-08-05,5.987500190734863,5.039079
2019-08-06,5.991250038146973,5.041983
2019-08-07,5.9977498054504395,5.0417233
2019-08-08,6.006249904632568,5.0530195
2019-08-09,6.006249904632568,5.0534625
2019-08-12,6.008500099182129,5.061706
2019-08-13,6.012249946594238,5.0662847
2019-08-14,6.015250205993652,5.0689964
2019-08-15,6.017749786376953,5.073053
2019-08-16,6.021500110626221,5.073733
2019-08-19,6.021999835968018,5.0754457
2019-08-20,6.0269999504089355,5.079568
2019-08-21,6.0279998779296875,5.08749
2019-08-22,6.030250072479248,5.094913
2019-08-23,6.0320000648498535,5.0966234
2019-08-26,6.033999919891357,5.0988216
2019-08-27,6.037499904632568,5.100643
2019-08-28,6.038000106811523,5.107265
2019-08-29,6.038249969482422,5.110453
2019-08-30,6.044750213623047,5.113466
2019-09-03,6.053500175476074,5.1139
2019-09-04,6.057750225067139,5.1277413
2019-09-05,6.06125020980835,5.130071
2019-09-06,6.062749862670898,5.1522384
2019-09-09,6.063000202178955,5.153003
2019-09-10,6.0642499923706055,5.153294
2019-09-11,6.067999839782715,5.1706343
2019-09-12,6.072249889373779,5.1751933
2019-09-13,6.081999778747559,5.1895776
2019-09-16,6.086750030517578,5.1922927
2019-09-17,6.0914998054504395,5.2121153
2019-09-18,6.093249797821045,5.2199044
2019-09-19,6.09375,5.2290754
2019-09-20,6.097249984741211,5.2352557
2019-09-23,6.098499774932861,5.239618
2019-09-24,6.100500106811523,5.24323
2019-09-25,6.101500034332275,5.271123
2019-09-26,6.111249923706055,5.279016
2019-09-27,6.113249778747559,5.300039
2019-09-30,6.114999771118164,5.3023868
2019-10-01,6.1282501220703125,5.332452
2019-10-02,6.129499912261963,5.3343835
2019-10-03,6.13100004196167,5.3514476
2019-10-04,6.135749816894531,5.356197
2019-10-07,6.139999866485596,5.360086
2019-10-08,6.143499851226807,5.3816714
2019-10-09,6.149750232696533,5.3823314
2019-10-10,6.151000022888184,5.3827133
2019-10-11,6.151750087738037,5.3926654
2019-10-14,6.1554999351501465,5.404273
2019-10-15,6.164249897003174,5.419705
2019-10-16,6.166749954223633,5.427
2019-10-17,6.167500019073486,5.434643
2019-10-18,6.167749881744385,5.4395757
2019-10-21,6.168749809265137,5.440207
2019-10-22,6.168749809265137,5.44325
2019-10-23,6.168749809265137,5.448538
2019-10-24,6.169000148773193,5.453194
2019-10-25,6.16949987411499,5.45431
2019-10-28,6.177499771118164,5.457434
2019-10-29,6.1832499504089355,5.4583297
2019-10-30,6.1842498779296875,5.460033
2019-10-31,6.1852498054504395,5.460237
2019-11-01,6.190499782562256,5.4677444
2019-11-04,6.190999984741211,5.4775057
2019-11-05,6.192500114440918,5.494
2019-11-06,6.192500114440918,5.5019193
2019-11-07,6.199999809265137,5.5028434
2019-11-08,6.203000068664551,5.503267
2019-11-11,6.203750133514404,5.506348
2019-11-12,6.207499980926514,5.517965
2019-11-13,6.211999893188477,5.522939
2019-11-14,6.2170000076293945,5.5450883
2019-11-15,6.2220001220703125,5.5522885
2019-11-18,6.222249984741211,5.5562215
2019-11-19,6.223750114440918,5.5587673
2019-11-20,6.223999977111816,5.5629253
2019-11-21,6.224999904632568,5.5644646
2019-11-22,6.241000175476074,5.5908675
2019-11-25,6.24275016784668,5.6030116
2019-11-26,6.245999813079834,5.610595
2019-11-27,6.25,5.6299562
2019-11-29,6.252749919891357,5.635509
2019-12-02,6.2582502365112305,5.650268
2019-12-03,6.2582502365112305,5.654327
2019-12-04,6.259500026702881,5.6581798
2019-12-05,6.261250019073486,5.6857333
2019-12-06,6.263500213623047,5.6886544
2019-12-09,6.264249801635742,5.710483
2019-12-10,6.273250102996826,5.7114844
2019-12-11,6.281750202178955,5.7187524
2019-12-12,6.296500205993652,5.720306
2019-12-13,6.307499885559082,5.7536583
2019-12-16,6.317500114440918,5.7656345
2019-12-17,6.323249816894531,5.7685595
2019-12-18,6.339749813079834,5.7815967
2019-12-19,6.341249942779541,5.782249
2019-12-20,6.360000133514404,5.786793
2019-12-23,6.373000144958496,5.7921844
2019-12-24,6.375249862670898,5.7996697
2019-12-26,6.375500202178955,5.7995033
2019-12-27,6.3767499923706055,5.8125806
2019-12-30,6.389750003814697,5.8211775
2019-12-31,6.397500038146973,5.823944
2020-01-02,6.403749942779541,5.8286667
2020-01-03,6.420000076293945,5.837622
2020-01-06,6.425000190734863,5.847428
2020-01-07,6.42549991607666,5.8524137
2020-01-08,6.429999828338623,5.8636956
2020-01-09,6.432499885559082,5.8679576
2020-01-10,6.442500114440918,5.8700824
2020-01-13,6.443749904632568,5.874168
2020-01-14,6.448999881744385,5.8985505
2020-01-15,6.449999809265137,5.9102063
2020-01-16,6.4670000076293945,5.9192595
2020-01-17,6.480000019073486,5.9275
2020-01-21,6.481249809265137,5.925318
2020-01-22,6.491499900817871,5.96654
2020-01-23,6.501999855041504,5.9853697
2020-01-24,6.502500057220459,5.9870133
2020-01-27,6.506999969482422,5.996858
2020-01-28,6.510499954223633,6.0046062
2020-01-29,6.514999866485596,6.0119805
2020-01-30,6.517499923706055,6.0369954
2020-01-31,6.51924991607666,6.0478754
2020-02-03,6.525000095367432,6.0578113
2020-02-04,6.547999858856201,6.0655084
2020-02-05,6.550000190734863,6.075205
2020-02-06,6.550749778747559,6.0788946
2020-02-07,6.552750110626221,6.0872517
2020-02-10,6.559500217437744,6.1013746
2020-02-11,6.561500072479248,6.108828
2020-02-12,6.570000171661377,6.1303353
2020-02-13,6.579249858856201,6.1585755
2020-02-14,6.583749771118164,6.172142
2020-02-18,6.5904998779296875,6.176494
2020-02-19,6.602499961853027,6.184529
2020-02-20,6.6207499504089355,6.188151
2020-02-21,6.6227498054504395,6.2025685
2020-02-24,6.653250217437744,6.2105994
2020-02-25,6.6570000648498535,6.2237287
2020-02-26,6.675000190734863,6.2289557
2020-02-27,6.677750110626221,6.257293
2020-02-28,6.679749965667725,6.272265
2020-03-02,6.679999828338623,6.272321
2020-03-03,6.688499927520752,6.275381
2020-03-04,6.699999809265137,6.2926264
2020-03-05,6.706250190734863,6.318002
2020-03-06,6.711249828338623,6.334146
2020-03-09,6.727749824523926,6.3419757
2020-03-10,6.738249778747559,6.353714
2020-03-11,6.754000186920166,6.3734736
2020-03-12,6.768750190734863,6.4104443
2020-03-13,6.775000095367432,6.4305997
2020-03-16,6.784749984741211,6.43405
2020-03-17,6.787499904632568,6.4600387
2020-03-18,6.789999961853027,6.469522
2020-03-19,6.80049991607666,6.4782853
2020-03-20,6.803750038146973,6.4864936
2020-03-23,6.827000141143799,6.4970655
2020-03-24,6.828750133514404,6.5371714
2020-03-25,6.837500095367432,6.544624
2020-03-26,6.847249984741211,6.5541997
2020-03-27,6.878749847412109,6.558656
2020-03-30,6.884500026702881,6.575
2020-03-31,6.885000228881836,6.5833993
2020-04-01,6.9045000076293945,6.599009
2020-04-02,6.9079999923706055,6.6445336
2020-04-03,6.914999961853027,6.650388
2020-04-06,6.974999904632568,6.684382
2020-04-07,7.014999866485596,6.696292
2020-04-08,7.020999908447266,6.7126637
2020-04-09,7.021999835968018,6.7242827
2020-04-13,7.0632500648498535,6.742783
2020-04-14,7.065000057220459,6.750284
2020-04-15,7.074999809265137,6.7715316
2020-04-16,7.121500015258789,6.793719
2020-04-17,7.131750106811523,6.802282
2020-04-20,7.139500141143799,6.807524
2020-04-21,7.150000095367432,6.8462744
2020-04-22,7.163750171661377,6.852885
2020-04-23,7.173500061035156,6.863762
2020-04-24,7.266499996185303,6.916513
2020-04-27,7.278500080108643,6.9451127
2020-04-28,7.282249927520752,6.952269
2020-04-29,7.293000221252441,6.957563
2020-04-30,7.34375,6.9998984
2020-05-01,7.349999904632568,7.0268426
2020-05-04,7.385250091552734,7.0393925
2020-05-05,7.408750057220459,7.0656924
2020-05-06,7.532999992370605,7.1065154
2020-05-07,7.53725004196167,7.119743
2020-05-08,7.594749927520752,7.139519
2020-05-11,7.659749984741211,7.223787
2020-05-12,7.6875,7.2707114
2020-05-13,7.778749942779541,7.2931495
2020-05-14,7.792749881744385,7.368714
2020-05-15,7.874000072479248,7.4102244
2020-05-18,7.996749877929688,7.463327
2020-05-19,8.379249572753906,7.570097
2020-05-20,8.484999656677246,7.583789
2020-05-21,8.657999992370605,7.6410017
2020-05-22,8.67199993133545,7.647615
2020-05-26,8.677499771118164,7.6588426
2020-05-27,8.680500030517578,7.716371
2020-05-28,8.685750007629395,7.728644
2020-05-29,8.689499855041504,7.747891
2020-06-01,8.699999809265137,7.7718997
2020-06-02,8.70324993133545,7.7836995
2020-06-03,8.708000183105469,7.8122816
2020-06-04,8.713250160217285,7.831651
2020-06-05,8.737500190734863,7.8446956
2020-06-08,8.743749618530273,7.856181
2020-06-09,8.751250267028809,7.884213
2020-06-10,8.762749671936035,7.9166274
2020-06-11,8.78600025177002,7.94638
2020-06-12,8.838749885559082,7.967658
2020-06-15,8.888750076293945,7.989438
2020-06-16,8.899999618530273,8.024894
2020-06-17,9.070249557495115,8.091315
2020-06-18,9.114500045776367,8.12364
2020-06-19,9.125,8.170707
2020-06-22,9.14449977874756,8.254465
2020-06-23,9.153499603271484,8.288921
2020-06-24,9.182250022888184,8.288298
2020-06-25,9.227250099182127,8.325593
2020-06-26,9.26650047302246,8.386908
2020-06-29,9.273249626159668,8.423421
2020-06-30,9.407500267028809,8.489518
2020-07-01,9.413000106811523,8.509159
2020-07-02,9.57824993133545,8.559925
2020-07-06,9.712499618530272,8.651371
2020-07-07,9.777000427246094,8.696798
2020-07-08,9.785499572753906,8.706694
2020-07-09,9.850749969482422,8.751896
2020-07-10,9.895500183105469,8.77184
2020-07-13,9.965499877929688,8.813221
2020-07-14,10.024999618530272,8.828839
2020-07-15,10.03125,8.853237
2020-07-16,10.055749893188477,8.909559
2020-07-17,10.087750434875488,8.943977
2020-07-20,10.156749725341797,8.968601
2020-07-21,10.209250450134276,8.98717
2020-07-22,10.21774959564209,9.023621
2020-07-23,10.23349952697754,9.038195
2020-07-24,10.286749839782717,9.04669
2020-07-27,10.291500091552734,9.062857
2020-07-28,10.295249938964844,9.126634
2020-07-29,10.347000122070312,9.210193
2020-07-30,10.37874984741211,9.251532
2020-07-31,10.43299961090088,9.323696
2020-08-03,10.715250015258787,9.408755
2020-08-04,10.79574966430664,9.424334
2020-08-05,10.812999725341797,9.432033
2020-08-06,10.856499671936035,9.479425
2020-08-07,10.906000137329102,9.497568
2020-08-10,10.958250045776367,9.523323
2020-08-11,11.037500381469728,9.560537
2020-08-12,11.166250228881836,9.59
2020-08-13,11.178750038146973,9.635276
2020-08-14,11.20400047302246,9.659794
2020-08-17,11.282999992370604,9.687374
2020-08-18,11.345000267028809,9.772297
2020-08-19,11.35575008392334,9.812441
2020-08-20,11.407999992370604,9.848838
2020-08-21,11.440500259399414,9.85834
2020-08-24,11.517000198364258,9.849176
2020-08-25,11.566499710083008,9.91082
2020-08-26,11.618000030517578,9.934118
2020-08-27,11.67924976348877,9.948874
2020-08-28,11.70425033569336,9.950162
2020-08-31,11.704750061035156,9.965397
2020-09-01,11.81725025177002,9.993195
2020-09-02,11.833999633789062,9.995689
2020-09-03,11.87874984741211,10.035938
2020-09-04,11.88700008392334,10.0717745
2020-09-08,11.895750045776367,10.1101465
2020-09-09,11.904500007629396,10.118168
2020-09-10,11.946000099182127,10.151768
