OBV
138864000.0
280420000.0
426696000.0
573139000.0
724397000.0
876049000.0
1032082000.0
1193555000.0
1355689000.0
1519077000.0
1683057000.0
1847629000.0
2014167000.0
2181443000.0
2349377000.0
2518529000.0
2688901000.0
2862097000.0
3036008000.0
3214505000.0
3393649000.0
3572887000.0
3753539000.0
3936391000.0
4119454000.0
4302951000.0
4487835000.0
4673415000.0
4859340000.0
5045524000.0
5231780000.0
5419370000.0
5607204000.0
5796304000.0
5985798000.0
6175550000.0
6366331000.0
6366331000.0
6558755000.0
6751771000.0
6945151000.0
7140323000.0
7335995000.0
7532851000.0
7729887000.0
7927659000.0
8125455000.0
8125455000.0
8323664000.0
8523184000.0
8722939000.0
8922979000.0
9123183000.0
9324523000.0
9526290000.0
9728202000.0
9930393000.0
10132637000.0
10336549000.0
10540492000.0
10744772000.0
10949357000.0
11154045000.0
11359429000.0
11564957000.0
11770917000.0
11977145500.0
12184653500.0
12392417500.0
12600637500.0
12808963700.0
13018227700.0
13227643700.0
13437375700.0
13647403700.0
13647403700.0
13858639700.0
14070074700.0
14281954700.0
14494518700.0
14708695400.0
14922983400.0
15137411400.0
15352180900.0
15567929900.0
15783713900.0
16000489900.0
16217469900.0
16434673900.0
16651897700.0
16869341700.0
17086996700.0
17304912700.0
17523196700.0
17741570700.0
17959964700.0
18179560700.0
18399700700.0
18620140700.0
18841149700.0
19063137700.0
19285185700.0
19507537700.0
19730088900.0
19952820900.0
20175868900.0
20398984900.0
20622228900.0
20846328900.0
21071188900.0
21296584900.0
21522772900.0
21749326600.0
21976320600.0
22203820600.0
22431548600.0
22659864600.0
22889076600.0
23118404600.0
23348639600.0
23579643600.0
23810952600.0
24042336600.0
24274168600.0
24506094500.0
24738114500.0
24970350500.0
25203834500.0
25437482500.0
25671278500.0
25905146500.0
26139350500.0
26373914500.0
26609666500.0
26847202500.0
27084879800.0
27322737800.0
27560677800.0
27799036100.0
28038276100.0
28278186100.0
28519164100.0
28761556100.0
29004588100.0
29247700100.0
29491136100.0
29734725100.0
29978589100.0
30222553100.0
30466753100.0
30711069100.0
30955485100.0
31200001100.0
31445216100.0
31690624100.0
31936100100.0
32181940100.0
32427930100.0
32674517100.0
32921153100.0
33167973100.0
33414961100.0
33663113200.0
33911273200.0
34159649200.0
34408204200.0
34656976500.0
34905839500.0
35154818100.0
35404202100.0
35653914100.0
35903838100.0
36154358100.0
36405413100.0
36656525100.0
36907809100.0
37160316100.0
37412887800.0
37665568300.0
37919356300.0
38173148300.0
38427556300.0
38681990300.0
38936634300.0
39191746300.0
39447310300.0
39702922300.0
39958594300.0
40214982300.0
40471378300.0
40728297300.0
40986180900.0
41244236900.0
41502305800.0
41760437800.0
42018589800.0
42277161800.0
42535777800.0
42794625800.0
43054475800.0
43314391800.0
43575096300.0
43836964300.0
44099064300.0
44361644300.0
44624280300.0
44887384300.0
44887384300.0
45151500300.0
45415984300.0
45681356300.0
45946880300.0
46212620300.0
46478904300.0
46745434300.0
47012658300.0
47280906300.0
47549190000.0
47817738000.0
48086464000.0
48355368000.0
48624380000.0
48894048000.0
49164204000.0
49435213200.0
49706757200.0
49978309200.0
50249945200.0
50521669200.0
50793589200.0
51065717200.0
51338617200.0
51612041200.0
51885541200.0
52159061200.0
52432973200.0
52707133200.0
52981355200.0
53256111200.0
53532151200.0
53808251200.0
54085287200.0
54362395200.0
54640035200.0
54917815200.0
55195603200.0
55473967200.0
55753167200.0
55753167200.0
56033083200.0
56313019200.0
56593359200.0
56873747200.0
57154279200.0
57437227200.0
57720296200.0
58003416200.0
58286636200.0
58569996200.0
58853500200.0
59137056200.0
59420696200.0
59704684200.0
59988876200.0
60273384200.0
60558077100.0
60842929100.0
60842929100.0
61128295700.0
61413699700.0
61699283700.0
61985196700.0
62272148700.0
62559708700.0
62847480700.0
63135868700.0
63424373100.0
63424373100.0
63714053100.0
64003893100.0
64294373100.0
64584877100.0
64875493100.0
65166201100.0
