VPT
700928.9454109265
2415165.315967388
4163173.248900905
4642696.047039739
6311885.564521112
6766454.6132980045
6936843.180636339
7088620.600967606
8681865.529876882
9113894.404678153
9994410.627632093
10030523.861870784
11444047.558178646
12195575.520708596
12801606.396926006
13529070.882523673
14404555.580853477
15025958.24912281
16186026.636960683
17786284.952888515
18312083.88118549
18725493.010862987
18813029.501064755
19039784.910073984
19256285.83737913
19294493.592957214
20392048.74090806
20468749.51088272
20481567.621071976
20507261.979156777
20854601.694128513
20893140.75031453
21048356.616198607
21151874.566727206
21503439.730631758
22415090.726998553
22739571.480356913
22739571.480356913
23381115.676013213
23878742.76404982
24009751.456520416
24258987.002632238
24999436.20786053
25025846.117113758
25118833.90102157
25344764.76818978
25797782.194928154
25797782.194928154
25877687.06750074
25890997.563742656
25958024.091894597
25971445.797404297
26213262.43357023
26347558.504410293
26455522.25506979
26496079.226313587
27280526.280524157
27388447.192818895
27550297.4756808
28053041.75115649
28324176.65189072
28473341.184702706
28527634.77045049
29043449.50706145
29423877.035034984
29464579.662201397
29790898.29481828
29831679.93193615
29845346.753013212
29982252.89445352
30242768.576920014
30448290.743234042
30654521.50672423
31080640.63407624
31382892.02065537
31382892.02065537
31548415.940052178
31617448.891743362
31714151.833135333
32558238.320033897
32779469.061014578
33071735.687135573
33182987.09054068
33294240.148183916
33670155.38183011
34410114.50374373
34897191.31745785
35399332.985310905
35789357.61419402
36346125.25988894
36443316.690145545
36457201.46835354
36610152.038498834
36804931.060877934
37013766.79732484
37250330.95685448
37264238.16938222
37404000.16904011
37544032.63679516
37586075.5574138
37614166.694891945
38291308.18437898
38882158.102485284
38924311.12087108
39149263.62889167
39289822.70292057
39486787.14262682
40189769.6538305
40287935.44435368
40710085.012897775
40738267.978264205
41416240.377048515
41430364.06465899
41543583.171294875
41600274.4123304
41657104.92714786
42950443.04898985
43021275.1432489
43063938.799777985
43888970.041988194
44230482.9307372
44501333.825963326
44800752.42615774
44914725.53775455
45242799.60935101
45926825.496719345
46211117.98114874
47262658.418327555
47347998.31884847
47632542.364397205
48329249.38276241
49080818.98028318
49236525.77635827
50100780.275378555
50256837.10672128
51285386.02072668
51399235.15244909
51669709.64457243
52011109.78699358
52153408.01599794
52524535.85751901
53339135.19672448
53596646.44486132
53740400.183997735
53798013.83714132
53884456.01382447
54071921.1761841
55167678.23653489
55311376.0574979
55641797.1952463
55842854.89658157
55857203.33930389
56704523.892350964
57348817.08975676
57477715.40956777
57706918.742150724
58107740.864101574
59209836.62663624
59437945.0526552
59937741.112133905
60037512.516896546
60422457.02408312
60992288.98267986
61192203.483896345
61306344.243197
61406265.18907533
61877486.556245595
62476591.5292086
62505046.65911113
62832585.35752999
63373889.90163259
63672774.433714695
63743901.05653819
64870256.95341652
65396557.232451364
65495939.621176064
65907777.938725136
65936284.29874234
66064513.35711474
66292497.85552365
67136075.08777703
67335585.02694944
67935096.30136718
67949330.51566818
68904300.32829301
69231477.72106993
69487690.12467878
69644118.85214494
69828904.67763394
70156558.20230268
70526490.30488229
70569175.15958159
70869204.6453963
71283345.71679623
71383150.93150836
71725295.47265393
72622295.34199776
72664934.84199859
73105509.18357447
74127930.29240237
74142149.0298626
74170537.99390063
74384213.66130854
74398501.47331174
75471551.30072474
75942649.9653214
76028174.04690462
76028174.04690462
76556943.21550946
77872532.1055492
78399742.61037286
78842027.78025855
79169845.4237973
79711214.02135153
80252587.96873051
81561814.71499479
81632820.7979181
81932044.39173734
82145558.03988086
83056774.421116
83454338.3522132
84121121.76329191
84800700.03174333
85055512.85204203
85452236.78585193
85764493.70347454
86290035.78297436
86644489.9227595
87083524.01337025
90068109.48820972
90180138.78797676
91300640.01196264
92028038.23464502
92587145.04674901
93089456.56725746
93131246.60582113
93772812.04730438
94232378.03685552
95762100.00966862
97175429.69278942
97230824.80516902
97313932.06801027
99550660.49594122
101439233.0201192
101713600.67690012
102028947.3941545
102165913.35594603
102275648.74995284
102275648.74995284
103912838.25961013
104392637.31872374
105939155.20312409
106048217.88689083
106375282.71375178
107464779.17392066
108614134.91642427
108655038.46639106
108818632.49671887
108900424.14866748
109104919.28770001
109363915.46860093
109581831.07030536
109894969.37935847
110126443.33303505
110820772.1002084
111051916.31108378
111310222.67887966
111310222.67887966
111554859.81024595
112085350.82866046
112519874.12153667
112967595.8563052
113048970.72309025
113280287.55929197
113443770.4431748
114247755.30758035
114792461.07070579
114792461.07070579
114942354.78237924
115201618.91673249
115501722.19382267
115884154.79206134
116729850.09883933
116879540.50075598
117001957.14297462
117260450.65428671
117627573.98703916
118539092.49726851
119191300.27934302
119204854.20346916
120425406.83003366
120898224.32187776
121006187.32428004
121357085.34598443
121721040.31146318
121815558.4278521
122058571.24772067
122854676.49940923
123029828.06501612
125548231.02616097
126803467.22795224
126816790.52221477
127003195.71842378
127016502.28322953
127202977.21484357
127242915.70248458
127989504.8965768
128069376.62966007
129373477.20569652
130303143.96115267
130568128.56644116
130713808.4805815
130819742.67360546
130833013.13687234
131310479.35165878
131681372.93649517
131919664.83586538
132250700.2503855
132343370.33522883
132515527.23680432
132740625.4051233
132820184.96185587
133695604.89891624
133695604.89891624
133788300.96531329
133814767.96980931
134888137.87376347
135905423.615976
136063468.2324174
136406025.94659013
136959550.0014149
137078211.86280733
137394799.05352694
137566405.04978353
138015326.75530627
138806369.94429907
140268625.3686798
140622926.28217292
140636029.2795751
140754062.72631398
141396717.5844237
141566942.86655644
141711288.25476646
142118987.02439034
142566541.73642606
142592842.68536
143290264.1097833
143513650.66889668
144709600.978093
145404176.94667003
145626922.70447627
145731726.32449904
145836547.3436786
146085792.5304908
146177545.15195182
146282449.814542
146636615.7252391
147003495.60461408
147029740.44774786
147108522.74120617
147252975.24549776
147647390.30405354
147686897.35091108
147726419.65973133
147937562.94891974
148573685.25805232
150003034.50672767
150266870.90861535
150385535.55244783
150583218.47369057
150662414.6536796
150754888.4868624
150992641.27633676
151204044.92523164
151707373.04001176
151733856.67275614
152091271.07212934
152263431.0361994
152329621.3948711
152488462.3642244
152938502.6567554
152964984.37902692
153150418.757754
153388755.01983035
153706355.71475753
153825575.28351283
154262946.12601033
154276193.5588306
154461950.20606098
154475230.08676004
154674174.05122346
154687422.16927728
154793550.11916575
155403567.9311116
155430036.77798694
155443299.28525776
155827510.2114663
155880481.4355545
155893720.2714519
156238143.6355357
156913349.758287
157005831.22550613
157296943.23138607
157442384.2894071
157548249.62689084
157760089.2640824
158210152.2716532
158263056.85864663
158884683.19903302
159029931.15310177
159162013.70343447
159188438.21145755
159201663.7166766
159267855.5241724
159360513.20891118
159506109.3161003
159519346.9509911
159545859.51892212
159678420.82392937
159691664.6323755
159784612.75170135
159851016.10558334
160397157.17926416
160397157.17926416
160437065.36557963
160490403.4880475
160543795.07089472
160904754.91013846
161278829.20393845
161479626.72621432
161546582.88959283
161814768.38539898
161828172.1078919
162029447.75290498
162056295.05419794
162056295.05419794
162231656.53199235
162366911.40083367
162407488.23223332
162719886.94338658
163208551.82084444
163249297.85073784
163371682.94796014
163412486.86181375
163453407.45127812
163712528.46296883
163916990.36468884
164053371.8325631
164148980.21540576
164190037.4875964
164190037.4875964
164244882.03707287
164272332.88956562
164368372.89753038
164601654.79854998
164848676.50493842
165329005.13157943
165726564.76091427
165836148.5070748
165836148.5070748
166027937.27232853
166219633.4259563
166397743.63930765
166479991.72735965
166864485.45910275
167358720.70778427
167509541.22536343
167742545.25451428
167893258.81213027
167948101.72957888
167961808.78225824
168057994.6933213
168181706.30613178
168745212.19490716
168923657.01895878
169102054.3465425
169280404.6394336
169637753.37369564
169733964.8763218
170242535.53586143
170709919.37419972
171012033.63101324
171396660.00897422
171753506.64608908
171822069.2557678
172536586.30817908
172687480.72833267
173113124.86324516
173579467.8765459
174045432.09178945
174716186.16905767
174935355.62683472
175113469.54386228
175387379.08420122
175633968.12835607
176729205.06819642
177562028.51437002
177630180.73791897
179061559.34572533
179115879.78358915
179727506.86808616
180352041.0731656
180826482.85698807
181666115.47506505
181977074.99043474
182017628.13723266
182139284.93534043
182382684.23136595
182707088.67042252
182815155.24329174
182882671.48368645
182909730.60482052
183559300.06532454
183762071.8248644
185451435.40486798
185747363.9492596
185774325.3128394
185855238.79243132
186003581.59870195
186381287.96694997
186448681.9383666
186597009.25631154
186691499.62452388
186853559.91875952
187056128.6760612
187380194.08971655
188136060.39795908
188230371.63416818
188243840.34706908
188284295.96616244
188891179.1896967
189228174.79830104
189551906.71664983
189969969.42142245
190239443.15363297
190252904.23498026
191734463.83548662
192190923.9834291
